20.87.80.65	443	Microsoft Corporation	peregrine.co.za	Microsoft Corporation	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}			-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
84.8.132.113	9443	Oracle Svenska AB		Oracle Corporation	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	Portainer	2.33.5				
41.76.109.15	443	DIAMATRIX C.C	uisp.iwirelesshub.com	DIAMATRIX C.C	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}			-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;-TLSv1.3			
169.255.58.185	9443	Web4Africa		Host Africa (Pty) Ltd	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	Portainer	2.39.1				
102.37.32.105	443	South Africa Allocations	treasuryone.cloud	Microsoft Corporation	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}			-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
102.68.113.100	443	West Indian Ocean Cable Company	www.betafarmer.com;webmail.netonemail.co.zm;betafarmer.com;smartinv.netone.co.zm	West Indian Ocean Cable Company	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	Apache httpd		-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
20.164.210.43	443	Microsoft Corporation	dhis-linkagesci-new.fhi360.org	Microsoft Corporation	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	nginx		-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
41.203.13.91	9443	xneelo-tscolo	91.13.203.41.reverse.xneelo.net	Xneelo (Pty) Ltd	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}						
102.211.186.110	443	sive setfu ict solution	ob.sive.ai	Sive Setfu ICT Solutions (Pty) Ltd	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	nginx	1.24.0	-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
41.160.57.196	443	Liquid Telecommunications Operations Limited	uisp.wisurf.co.za	Liquid Telecommunications South Africa (Pty) Ltd	{'city': 'Middelburg', 'region_code': 'MP', 'area_code': None, 'longitude': 29.46482, 'latitude': -25.77507, 'country_code': 'ZA', 'country_name': 'South Africa'}			-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;-TLSv1.3			
192.143.112.203	443	Axxess DSL (PTY) Ltd	192-143-112-203.ip.ahisp.co.za	Afrihost (Pty) Ltd	{'city': 'Middelburg', 'region_code': 'MP', 'area_code': None, 'longitude': 29.46482, 'latitude': -25.77507, 'country_code': 'ZA', 'country_name': 'South Africa'}	Hikvision IP Camera		-TLSv1;-SSLv2;-SSLv3;TLSv1.1;TLSv1.2;-TLSv1.3			
13.245.250.102	443	Amazon Data Services South Africa	ec2-13-245-250-102.af-south-1.compute.amazonaws.com;ponyadata.com	Amazon.com, Inc.	{'city': 'Cape Town', 'region_code': 'WC', 'area_code': None, 'longitude': 18.42322, 'latitude': -33.92584, 'country_code': 'ZA', 'country_name': 'South Africa'}	nginx		-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
4.222.217.152	443	Microsoft Corporation	crm.mtn.iotec.io	Microsoft Corporation	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	nginx		-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
41.203.18.189	443	Xneelo (Pty) Ltd	meraferesources.co.za;imap.meraferesources.co.za;www.meraferesources.co.za;dedi262.jnb2.host-h.net;smtp.meraferesources.co.za;mail.meraferesources.co.za	Xneelo (Pty) Ltd	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	Apache httpd		-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
156.0.216.133	443	TENACIT SOLUTIONS (PTY) LTD	pperfect.com	TENACIT SOLUTIONS (PTY) LTD	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	Apache httpd		-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
156.38.152.99	9443	xneelo-tscolo		Xneelo (Pty) Ltd	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}						
102.66.3.148	9443	HERO TELECOMS (PTY) LTD		HERO TELECOMS (PTY) LTD	{'city': 'Cape Town', 'region_code': 'WC', 'area_code': None, 'longitude': 18.42322, 'latitude': -33.92584, 'country_code': 'ZA', 'country_name': 'South Africa'}	Portainer	2.33.1				
197.98.163.220	443	Dimension Data	www.megincloud.co.za;megincloud.com;www.meginsecureit.co.za;www.meginsoftware.co.za;www.meginsoftware.com;meginsecureit.co.za;www.meginsecureit.com;www.megincloud.com;meginholdings.co.za;www.megin.co.za;www.triple4.co.za;www.meginholdings.co.za;www.triple4global.com;www.meginholdings.com;meginsoftware.com;meginsoftware.co.za;www.meginsolutions.co.za;www.triple4cloud.com;triple4global.com;megincloud.co.za;triple4.co.za;www.meginsolutions.com;triple4cloud.com;meginsolutions.co.za;meginholdings.com;meginsolutions.com;meginsecureit.com;megin.co.za	Dimension Data	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	nginx		-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
154.66.197.214	9443	DiaMatrix Cloud Services	214.197.cloud.net.za	DIAMATRIX C.C	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	Portainer	2.39.1				
102.130.120.193	9443	HA-VPS-NET		Host Africa (Pty) Ltd	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	Portainer	2.33.5				
102.212.146.2	9443	Ndende Technologies (Pty) Limited	2-146-212-102.ndhost.co.za	Ndende Technologies (Pty) Limited	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}						
102.134.128.77	443	Blue Label Distribution (Pty) Ltd	internalcrmblt.blts.co.za;sage.blts.co.za;ess.blts.co.za;qainternalcrm.blts.co.za;node3.devredisnodes.blts.co.za;rsmail.live.blts.co.za;autodiscover.blts.co.za;ipam.blts.co.za;dev.blts.co.za;kasmobile.blts.co.za;auth.blts.co.za;webmail.blts.co.za;internalqa.blts.co.za;tpccmqa.blts.co.za;live.blts.co.za;adds.live.blts.co.za;crmsso.qa.blts.co.za;blumaps.qa.blts.co.za;t3tsa.api.dev.blts.co.za;qlik.blts.co.za;crm.qa.blts.co.za;externalcrmblt.blts.co.za;qa.blts.co.za;desktopcentral.blts.co.za;qainternalcrmdev.blts.co.za;t3tsa.apistore.dev.blts.co.za;crmauth.qa.blts.co.za;blts.co.za;internalqadev.blts.co.za;devredisnodes.blts.co.za;qlikreports.blts.co.za;qadevauth.blts.co.za;mfa-ent-ge.blts.co.za;internaldev.blts.co.za;crmdev.qa.blts.co.za;node2.devredisnodes.blts.co.za;authdev.blts.co.za;popia-api.blts.co.za;crowd.blts.co.za;mdm.blts.co.za;qadev.blts.co.za;node1.devredisnodes.blts.co.za;adservice.blts.co.za;popia.blts.co.za;qlikcn.blts.co.za	Blue Label Distribution (Pty) Ltd	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}			TLSv1;-SSLv2;-SSLv3;TLSv1.1;TLSv1.2;-TLSv1.3			
102.211.28.148	9443	DataKeepers (Pty) Ltd		DataKeepers (Pty) Ltd	{'city': 'Cape Town', 'region_code': 'WC', 'area_code': None, 'longitude': 18.42322, 'latitude': -33.92584, 'country_code': 'ZA', 'country_name': 'South Africa'}	Portainer	2.33.3				
41.223.174.148	443	Globalmicro: DC Services /24 Hosted Exchange	apps.globalmicro.co.za;www.apps.globalmicro.co.za	Global Micro Solutions	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}			-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;-TLSv1.3			
156.38.234.178	9443	xneelo-tscolo		Xneelo (Pty) Ltd	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}						
169.239.182.3	9443	VPS Hostafrica		Host Africa (Pty) Ltd	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	Portainer	2.33.2				
105.30.26.23	443	SEACOM Limited	parrotproducts.biz	SEACOM Limited	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}			-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
105.29.90.77	443	SEACOM Limited	ems.anchorcapital.co.za;www.ems.anchorcapital.co.za	SEACOM Limited	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	Apache httpd		-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
169.239.183.37	9443	HA-VPS-NET		Host Africa (Pty) Ltd	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	Portainer	2.40.0				
156.38.139.157	443	xneelo-tscolo	157.139.38.156.reverse.xneelo.net;kidzafrica.net	Xneelo (Pty) Ltd	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	Portainer		-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
41.185.73.70	443	1 GRID (PTY) LTD	rw.ssi.engineering	1 GRID (PTY) LTD	{'city': 'Cape Town', 'region_code': 'WC', 'area_code': None, 'longitude': 18.42322, 'latitude': -33.92584, 'country_code': 'ZA', 'country_name': 'South Africa'}	nginx	1.27.5	-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
102.211.28.151	443	DataKeepers (Pty) Ltd	blow.thewhistle.co.za	DataKeepers (Pty) Ltd	{'city': 'Cape Town', 'region_code': 'WC', 'area_code': None, 'longitude': 18.42322, 'latitude': -33.92584, 'country_code': 'ZA', 'country_name': 'South Africa'}			-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
13.245.55.73	443	Amazon Data Services South Africa	api.lumesolutions.co;ec2-13-245-55-73.af-south-1.compute.amazonaws.com	Amazon.com, Inc.	{'city': 'Cape Town', 'region_code': 'WC', 'area_code': None, 'longitude': 18.42322, 'latitude': -33.92584, 'country_code': 'ZA', 'country_name': 'South Africa'}	nginx	1.24.0	-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			
169.1.0.210	443	Afrihost (Pty) Ltd	finance-dev.essentialapps.co.za;leave-dev.essentialapps.co.za;essentialfuels.co.za	Afrihost (Pty) Ltd	{'city': 'Johannesburg', 'region_code': 'GP', 'area_code': None, 'longitude': 28.04363, 'latitude': -26.20227, 'country_code': 'ZA', 'country_name': 'South Africa'}	nginx	1.24.0	-TLSv1;-SSLv2;-SSLv3;-TLSv1.1;TLSv1.2;TLSv1.3			

